gamePk,team_side,team_id,team_name,atBats,hits,doubles,triples,homeRuns,rbi,strikeOuts,baseOnBalls,avg,obp,slg,ops,stolenBases,caughtStealing,plateAppearances,leftOnBase
746995,home,110,Baltimore Orioles,34,8,0,1,2,6,9,2,.253,.317,.448,.765,1,0,36,14
745702,away,115,Colorado Rockies,31,4,1,0,0,0,9,3,.243,.305,.397,.702,0,0,34,12
745702,home,147,New York Yankees,29,5,1,0,2,2,5,2,.250,.335,.439,.774,0,0,31,9
744889,away,108,Los Angeles Angels,31,6,2,0,0,4,11,2,.234,.306,.374,.680,3,1,34,8
744889,home,141,Toronto Blue Jays,34,10,2,0,2,5,3,1,.240,.312,.392,.704,0,0,35,16
746920,away,109,Arizona Diamondbacks,40,16,2,0,1,12,5,5,.261,.334,.433,.767,0,0,48,17
746920,home,111,Boston Red Sox,32,6,3,0,1,2,10,2,.260,.326,.439,.765,0,0,34,8
746597,away,140,Texas Rangers,37,10,3,0,0,5,9,2,.238,.306,.378,.684,1,1,39,19
746597,home,114,Cleveland Guardians,33,7,1,0,0,3,10,3,.236,.307,.392,.699,2,0,37,14
746024,away,112,Chicago Cubs,37,9,3,0,3,6,3,3,.234,.308,.386,.694,1,0,40,14
746024,home,146,Miami Marlins,33,8,2,0,0,3,6,6,.239,.295,.368,.663,2,2,40,16
747080,away,120,Washington Nationals,35,10,3,0,0,2,5,1,.245,.312,.377,.689,1,2,37,12
747080,home,144,Atlanta Braves,36,8,3,0,1,2,7,0,.242,.307,.414,.721,1,0,37,14
745870,away,138,St. Louis Cardinals,33,9,2,0,1,6,8,9,.246,.311,.389,.700,4,0,43,23
745870,home,142,Minnesota Twins,31,5,0,0,0,1,6,3,.253,.323,.428,.751,0,0,34,14
746268,away,143,Philadelphia Phillies,37,11,3,0,0,3,8,0,.256,.325,.418,.743,0,0,38,17
746268,home,118,Kansas City Royals,36,12,3,0,2,7,4,3,.258,.314,.422,.736,1,0,39,15
746758,away,116,Detroit Tigers,38,10,4,0,0,5,11,5,.231,.294,.383,.677,1,0,43,23
746758,home,145,Chicago White Sox,35,9,1,0,0,2,7,2,.220,.277,.344,.621,0,1,37,17
745378,away,121,New York Mets,29,2,2,0,0,0,14,0,.249,.322,.419,.741,0,0,29,3
745378,home,135,San Diego Padres,39,16,2,0,2,7,6,2,.266,.327,.419,.746,0,0,41,16
745625,away,158,Milwaukee Brewers,39,14,3,1,2,9,8,4,.254,.331,.405,.736,0,0,44,9
745625,home,133,Oakland Athletics,32,6,0,0,1,3,6,4,.230,.303,.390,.693,0,0,36,16
745217,away,137,San Francisco Giants,38,8,3,0,3,5,18,2,.242,.311,.397,.708,0,0,40,13
745217,home,136,Seattle Mariners,36,8,0,0,1,6,14,8,.216,.302,.364,.666,1,0,45,27
746111,away,139,Tampa Bay Rays,34,8,2,0,2,3,13,0,.230,.307,.368,.675,0,2,34,7
746111,home,119,Los Angeles Dodgers,32,9,0,0,2,7,4,3,.253,.331,.435,.766,1,1,37,11
745703,away,115,Colorado Rockies,40,13,5,0,2,9,14,4,.243,.305,.399,.704,1,0,46,17
745703,home,147,New York Yankees,31,5,1,0,1,2,9,4,.250,.334,.438,.772,0,0,36,19
744890,away,108,Los Angeles Angels,27,1,0,0,1,1,13,3,.233,.305,.372,.677,0,0,31,6
744890,home,141,Toronto Blue Jays,31,8,3,0,1,3,11,2,.240,.312,.392,.704,0,0,33,12
746996,away,117,Houston Astros,32,6,1,0,2,2,8,2,.260,.321,.418,.739,0,0,34,9
746996,home,110,Baltimore Orioles,31,7,2,0,0,3,10,2,.253,.317,.447,.764,0,0,33,10
745617,away,158,Milwaukee Brewers,37,10,2,0,1,8,12,7,.254,.332,.405,.737,1,0,44,23
745617,home,133,Oakland Athletics,38,12,2,0,2,5,8,1,.231,.304,.392,.696,1,0,39,13
746917,away,109,Arizona Diamondbacks,32,6,4,1,0,3,7,6,.261,.334,.433,.767,2,0,39,16
746917,home,111,Boston Red Sox,31,5,1,0,0,1,13,5,.259,.326,.437,.763,0,0,36,15
745218,away,137,San Francisco Giants,36,11,1,0,1,4,5,3,.243,.312,.397,.709,4,0,42,20
745218,home,136,Seattle Mariners,31,4,2,0,0,3,12,9,.215,.302,.363,.665,2,0,40,17
746022,away,112,Chicago Cubs,43,17,5,1,4,12,7,8,.236,.311,.390,.701,0,0,53,22
746022,home,146,Miami Marlins,31,4,0,0,2,2,5,2,.238,.294,.368,.662,0,0,33,7
745457,away,113,Cincinnati Reds,36,12,4,0,0,8,7,3,.231,.304,.400,.704,2,0,40,7
745457,home,134,Pittsburgh Pirates,30,3,1,0,1,2,6,2,.233,.300,.369,.669,0,0,32,8
746599,away,140,Texas Rangers,37,9,3,0,0,4,5,1,.238,.306,.378,.684,0,0,38,14
746599,home,114,Cleveland Guardians,38,16,4,0,4,12,6,4,.238,.309,.396,.705,1,0,42,14
745868,away,138,St. Louis Cardinals,30,5,3,0,0,0,13,2,.246,.311,.388,.699,0,0,34,16
745868,home,142,Minnesota Twins,32,9,2,0,3,6,8,2,.253,.323,.430,.753,0,1,34,5
746271,away,143,Philadelphia Phillies,44,18,7,0,2,11,8,0,.257,.326,.421,.747,0,0,44,13
746271,home,118,Kansas City Royals,29,5,3,0,0,2,8,2,.257,.314,.421,.735,0,1,33,8
746756,away,116,Detroit Tigers,39,14,4,0,3,13,6,5,.232,.296,.386,.682,0,0,45,16
746756,home,145,Chicago White Sox,38,12,1,0,0,4,13,1,.220,.278,.344,.622,0,0,39,17
747077,away,120,Washington Nationals,35,10,1,0,1,2,7,2,.245,.312,.378,.690,1,0,37,18
747077,home,144,Atlanta Braves,33,11,1,0,2,4,7,3,.242,.307,.415,.722,0,0,36,17
745377,away,121,New York Mets,34,5,1,0,3,7,11,3,.248,.321,.419,.740,0,0,38,7
745377,home,135,San Diego Padres,33,6,1,0,0,1,5,2,.266,.326,.418,.744,0,0,35,14
746108,away,139,Tampa Bay Rays,41,15,6,0,2,8,8,4,.232,.308,.371,.679,0,1,47,16
746108,home,119,Los Angeles Dodgers,36,8,2,0,3,8,7,1,.252,.330,.436,.766,0,0,39,7
747078,away,120,Washington Nationals,35,8,1,0,0,3,11,3,.245,.312,.377,.689,1,0,38,14
747078,home,144,Atlanta Braves,31,4,0,0,1,1,12,4,.242,.307,.413,.720,0,0,36,13
746918,away,109,Arizona Diamondbacks,33,10,0,0,2,7,5,4,.261,.335,.433,.768,1,0,39,11
746918,home,111,Boston Red Sox,32,9,2,0,3,5,10,3,.259,.326,.438,.764,0,0,35,9
745459,away,113,Cincinnati Reds,34,8,3,0,0,3,9,3,.231,.304,.400,.704,1,0,40,16
745459,home,134,Pittsburgh Pirates,33,10,2,0,1,4,2,0,.234,.300,.370,.670,1,0,34,12
745706,away,115,Colorado Rockies,33,6,2,0,0,3,8,5,.243,.305,.398,.703,1,0,38,20
745706,home,147,New York Yankees,35,12,0,0,5,10,6,3,.251,.335,.440,.775,0,0,39,10
744892,away,108,Los Angeles Angels,30,3,0,1,1,2,13,0,.232,.303,.371,.674,1,0,30,3
744892,home,141,Toronto Blue Jays,31,7,1,0,2,8,7,8,.240,.313,.393,.706,0,0,40,21
746595,away,140,Texas Rangers,31,4,1,0,1,2,9,2,.237,.305,.377,.682,0,0,33,10
746595,home,114,Cleveland Guardians,28,5,0,0,2,3,6,2,.237,.308,.396,.704,3,1,32,8
746023,away,112,Chicago Cubs,33,6,3,0,0,2,10,5,.235,.311,.389,.700,2,0,38,16
746023,home,146,Miami Marlins,33,11,5,0,2,7,3,1,.239,.294,.370,.664,0,1,35,10
745863,away,138,St. Louis Cardinals,36,8,0,0,1,3,13,0,.245,.310,.387,.697,0,0,36,14
745863,home,142,Minnesota Twins,31,6,1,0,1,2,7,4,.253,.322,.429,.751,0,0,36,14
746263,away,143,Philadelphia Phillies,40,16,3,1,1,10,4,4,.259,.327,.422,.749,0,0,47,19
746263,home,118,Kansas City Royals,37,10,3,0,3,3,8,0,.257,.313,.422,.735,0,0,37,16
746754,away,116,Detroit Tigers,39,14,3,1,1,9,11,5,.234,.297,.388,.685,2,0,45,18
746754,home,145,Chicago White Sox,33,9,2,0,1,4,6,4,.221,.278,.344,.622,0,0,38,19
745618,away,158,Milwaukee Brewers,30,4,0,0,2,3,9,2,.253,.331,.404,.735,0,1,33,6
745618,home,133,Oakland Athletics,27,5,0,0,0,4,9,3,.231,.303,.390,.693,1,0,32,6
745376,away,121,New York Mets,34,7,0,0,2,2,11,3,.248,.321,.419,.740,1,0,37,13
745376,home,135,San Diego Padres,30,7,1,0,2,3,2,3,.265,.326,.418,.744,0,1,33,13
745212,away,137,San Francisco Giants,32,5,0,0,2,3,11,4,.242,.311,.396,.707,1,0,36,14
745212,home,136,Seattle Mariners,27,7,0,0,0,3,8,4,.216,.303,.362,.665,5,0,35,18
746106,away,139,Tampa Bay Rays,32,5,1,0,1,1,9,2,.231,.307,.370,.677,0,0,34,11
746106,home,119,Los Angeles Dodgers,28,5,0,0,2,3,11,4,.252,.330,.435,.765,1,0,34,13
746994,away,117,Houston Astros,35,10,1,0,2,6,10,3,.260,.321,.419,.740,0,1,39,11
746994,home,110,Baltimore Orioles,28,2,0,0,1,3,7,4,.252,.316,.445,.761,0,0,32,7
746628,away,118,Kansas City Royals,34,6,2,0,2,4,6,2,.257,.313,.422,.735,1,0,36,9
746628,home,114,Cleveland Guardians,34,7,1,0,0,2,7,6,.237,.309,.394,.703,0,0,41,23
746596,away,118,Kansas City Royals,38,15,3,0,3,9,4,6,.258,.314,.424,.738,2,0,45,22
746596,home,114,Cleveland Guardians,33,7,3,0,1,2,5,3,.237,.309,.394,.703,0,0,38,14
746942,away,141,Toronto Blue Jays,34,6,2,0,1,4,13,2,.233,.309,.369,.678,2,0,36,10
746942,home,111,Boston Red Sox,31,4,2,0,1,1,11,3,.252,.321,.419,.740,0,0,34,11
745458,away,112,Chicago Cubs,46,21,7,0,2,18,7,7,.238,.313,.393,.706,8,0,56,25
745458,home,134,Pittsburgh Pirates,39,13,2,1,2,8,6,2,.235,.301,.372,.673,1,0,42,15
745538,away,117,Houston Astros,36,8,1,0,0,2,8,3,.260,.320,.417,.737,0,0,39,19
745538,home,143,Philadelphia Phillies,35,9,3,0,1,3,12,4,.259,.327,.422,.749,1,0,39,15
744813,away,147,New York Yankees,35,12,1,0,3,5,7,3,.251,.335,.442,.777,1,1,40,16
744813,home,120,Washington Nationals,31,5,2,0,2,2,5,3,.244,.312,.377,.689,0,0,34,14
746915,away,141,Toronto Blue Jays,39,9,2,0,1,6,7,4,.240,.313,.392,.705,1,0,44,20
746915,home,111,Boston Red Sox,33,9,2,0,1,3,7,0,.259,.326,.438,.764,0,0,33,10
745865,away,144,Atlanta Braves,39,13,4,0,2,9,10,4,.242,.308,.415,.723,0,0,43,12
745865,home,142,Minnesota Twins,35,9,1,0,2,6,10,0,.253,.322,.429,.751,1,0,38,10
745133,away,135,San Diego Padres,33,8,2,0,1,7,4,4,.265,.326,.418,.744,2,0,40,15
745133,home,138,St. Louis Cardinals,36,11,2,1,0,4,3,2,.246,.310,.387,.697,0,0,39,16
746753,away,116,Detroit Tigers,40,13,1,0,2,6,8,3,.234,.298,.389,.687,0,0,43,16
746753,home,145,Chicago White Sox,32,6,0,0,1,3,3,3,.221,.278,.344,.622,1,0,36,14
746513,away,146,Miami Marlins,34,9,0,0,0,2,8,3,.239,.295,.369,.664,0,0,37,13
746513,home,115,Colorado Rockies,29,6,0,0,1,3,11,4,.243,.305,.397,.702,0,0,33,10
745215,away,139,Tampa Bay Rays,29,2,0,0,1,1,13,0,.230,.306,.369,.675,2,0,29,3
745215,home,136,Seattle Mariners,31,7,2,0,2,5,8,1,.216,.302,.363,.665,1,0,34,9
746429,away,108,Los Angeles Angels,31,5,2,1,0,2,7,2,.232,.303,.371,.674,0,0,35,10
746429,home,116,Detroit Tigers,30,6,1,1,3,6,12,1,.234,.297,.390,.687,0,0,31,3
746594,away,118,Kansas City Royals,35,9,3,0,1,5,9,3,.258,.314,.425,.739,2,0,40,18
746594,home,114,Cleveland Guardians,30,3,0,0,0,1,8,2,.236,.308,.392,.700,0,0,32,8
746671,away,133,Oakland Athletics,36,8,1,0,3,5,11,5,.231,.303,.391,.694,0,0,41,17
746671,home,113,Cincinnati Reds,37,11,1,1,0,4,6,6,.232,.305,.399,.704,1,0,43,25
745461,away,112,Chicago Cubs,34,7,2,0,2,9,10,7,.238,.313,.393,.706,0,0,42,12
745461,home,134,Pittsburgh Pirates,36,10,3,0,1,5,14,4,.235,.301,.372,.673,1,0,41,19
745540,away,117,Houston Astros,33,6,0,0,0,0,8,1,.260,.320,.416,.736,1,0,34,15
745540,home,143,Philadelphia Phillies,34,11,3,0,1,5,8,1,.259,.327,.423,.750,1,0,35,14
744811,away,147,New York Yankees,34,8,2,0,0,1,7,3,.251,.335,.441,.776,0,0,37,16
744811,home,120,Washington Nationals,33,7,2,0,2,3,9,1,.244,.311,.378,.689,4,0,34,11
746916,away,141,Toronto Blue Jays,33,11,3,0,2,3,2,3,.240,.313,.394,.707,0,0,39,16
746916,home,111,Boston Red Sox,33,9,3,0,1,6,9,1,.259,.326,.438,.764,1,0,34,7
745864,away,144,Atlanta Braves,41,11,3,0,1,8,6,5,.243,.308,.415,.723,2,0,46,22
745864,home,142,Minnesota Twins,44,14,6,0,0,6,14,4,.253,.323,.429,.752,0,0,48,22
745132,away,135,San Diego Padres,35,10,2,0,1,6,4,2,.265,.326,.418,.744,2,0,38,9
745132,home,138,St. Louis Cardinals,36,11,3,0,1,4,8,5,.246,.311,.388,.699,1,0,42,21
746755,away,140,Texas Rangers,36,11,2,0,0,3,11,2,.238,.305,.377,.682,0,1,38,17
746755,home,145,Chicago White Sox,33,7,1,0,0,1,10,2,.220,.278,.343,.621,1,0,36,15
745946,away,137,San Francisco Giants,34,6,1,0,3,5,8,1,.242,.311,.397,.708,1,0,35,10
745946,home,158,Milwaukee Brewers,35,7,1,0,2,4,10,7,.253,.331,.404,.735,2,0,42,19
746510,away,146,Miami Marlins,35,12,4,2,2,9,5,6,.240,.296,.372,.668,0,0,42,16
746510,home,115,Colorado Rockies,36,13,3,0,4,8,8,1,.244,.306,.400,.706,0,1,39,8
747162,away,121,New York Mets,41,13,4,0,1,7,8,2,.249,.321,.420,.741,0,0,45,22
747162,home,109,Arizona Diamondbacks,34,7,1,0,2,3,13,0,.261,.334,.433,.767,0,0,35,11
745213,away,139,Tampa Bay Rays,35,8,1,0,2,3,14,0,.230,.305,.369,.674,0,0,35,8
745213,home,136,Seattle Mariners,31,5,0,0,0,1,17,4,.215,.302,.362,.664,2,1,35,10
746105,away,110,Baltimore Orioles,33,7,0,0,2,3,9,5,.252,.316,.445,.761,0,1,38,15
746105,home,119,Los Angeles Dodgers,32,7,1,1,0,2,7,3,.252,.330,.435,.765,1,0,36,14
745452,away,112,Chicago Cubs,42,16,2,0,1,14,8,7,.239,.315,.394,.709,4,0,49,22
745452,home,134,Pittsburgh Pirates,41,16,3,0,2,9,14,8,.236,.303,.375,.678,1,0,51,30
746589,away,118,Kansas City Royals,38,11,0,0,3,5,10,2,.258,.314,.425,.739,0,0,40,17
746589,home,114,Cleveland Guardians,35,13,2,0,1,7,8,1,.237,.309,.393,.702,1,0,41,20
745541,away,117,Houston Astros,41,18,4,0,4,9,2,2,.261,.321,.419,.740,1,1,44,20
745541,home,143,Philadelphia Phillies,29,3,0,0,0,0,12,4,.258,.327,.421,.748,0,0,34,12
745211,away,139,Tampa Bay Rays,32,6,0,1,1,2,10,2,.230,.305,.369,.674,0,0,34,10
745211,home,136,Seattle Mariners,30,9,1,0,3,6,7,1,.216,.302,.364,.666,0,1,32,7
746755,away,140,Texas Rangers,36,11,2,0,0,3,11,2,.238,.305,.377,.682,0,1,38,17
746755,home,145,Chicago White Sox,33,7,1,0,0,1,10,2,.220,.278,.343,.621,1,0,36,15
746430,away,108,Los Angeles Angels,32,6,1,0,1,2,11,3,.231,.303,.370,.673,2,1,35,15
746430,home,116,Detroit Tigers,25,5,0,0,1,3,7,6,.234,.297,.390,.687,0,1,31,13
746672,away,133,Oakland Athletics,36,13,2,0,4,9,10,1,.232,.304,.394,.698,3,0,39,5
746672,home,113,Cincinnati Reds,35,8,2,0,1,6,8,1,.232,.304,.399,.703,0,0,36,8
744809,away,147,New York Yankees,33,7,0,0,1,2,9,3,.251,.335,.440,.775,3,0,37,21
744809,home,120,Washington Nationals,30,10,1,0,1,4,10,3,.245,.312,.378,.690,5,0,33,9
746913,away,141,Toronto Blue Jays,28,2,1,0,0,0,10,1,.239,.312,.392,.704,0,0,29,5
746913,home,111,Boston Red Sox,32,7,0,0,1,3,10,1,.259,.325,.438,.763,0,0,34,13
745866,away,144,Atlanta Braves,35,8,3,0,1,5,12,2,.242,.308,.415,.723,0,0,37,11
745866,home,142,Minnesota Twins,33,7,3,0,0,1,11,3,.253,.322,.428,.750,0,0,36,17
745134,away,135,San Diego Padres,36,10,3,0,1,2,7,3,.266,.326,.418,.744,3,0,40,17
745134,home,138,St. Louis Cardinals,36,11,1,0,0,4,7,3,.247,.311,.388,.699,0,0,39,10
746752,away,140,Texas Rangers,37,10,2,0,1,4,5,2,.238,.305,.377,.682,1,0,39,16
746752,home,145,Chicago White Sox,37,10,1,0,0,3,6,4,.221,.279,.343,.622,0,0,42,27
745943,away,137,San Francisco Giants,32,7,2,0,0,3,12,3,.242,.310,.396,.706,0,0,35,11
745943,home,158,Milwaukee Brewers,29,7,1,0,1,5,9,5,.253,.331,.404,.735,1,0,34,14
746512,away,146,Miami Marlins,34,8,1,0,1,2,10,2,.240,.296,.372,.668,1,0,36,14
746512,home,115,Colorado Rockies,33,9,1,0,1,6,10,6,.244,.306,.400,.706,1,1,39,21
747161,away,121,New York Mets,32,6,2,0,1,5,9,1,.248,.320,.419,.739,1,0,34,5
747161,home,109,Arizona Diamondbacks,32,9,1,0,3,8,11,6,.261,.334,.434,.768,1,1,38,11
746103,away,110,Baltimore Orioles,36,7,3,0,0,4,10,1,.251,.315,.443,.758,1,0,38,15
746103,home,119,Los Angeles Dodgers,31,5,0,0,2,5,6,0,.251,.328,.434,.762,4,0,31,5
746432,away,108,Los Angeles Angels,32,7,1,0,1,3,9,3,.231,.303,.370,.673,1,0,35,14
746432,home,116,Detroit Tigers,33,8,2,0,0,0,9,2,.234,.298,.389,.687,0,0,37,20
746748,away,140,Texas Rangers,34,7,2,0,1,2,7,2,.238,.305,.377,.682,2,0,37,17
746748,home,145,Chicago White Sox,29,3,0,0,1,1,11,3,.220,.278,.342,.620,0,0,32,6
745945,away,137,San Francisco Giants,29,2,0,0,0,0,10,2,.241,.309,.394,.703,0,0,31,7
745945,home,158,Milwaukee Brewers,29,8,2,0,1,5,12,8,.253,.332,.404,.736,2,0,38,13
745135,away,135,San Diego Padres,30,3,2,0,1,1,7,2,.265,.325,.417,.742,1,0,32,6
745135,home,138,St. Louis Cardinals,35,11,4,1,1,4,6,4,.247,.312,.389,.701,2,0,39,21
746514,away,146,Miami Marlins,45,18,4,0,2,10,7,4,.241,.297,.374,.671,4,0,50,21
746514,home,115,Colorado Rockies,37,12,5,0,3,8,10,4,.244,.307,.403,.710,0,0,42,16
747159,away,121,New York Mets,35,10,2,0,2,3,8,0,.249,.320,.420,.740,2,0,35,12
747159,home,109,Arizona Diamondbacks,29,7,0,0,1,2,6,3,.261,.334,.434,.768,0,1,32,8
746670,away,133,Oakland Athletics,40,14,3,0,4,9,6,3,.233,.305,.397,.702,0,0,43,14
746670,home,113,Cincinnati Reds,29,8,0,0,2,10,4,7,.232,.306,.400,.706,0,0,40,11
745531,away,144,Atlanta Braves,34,7,2,0,2,4,13,1,.242,.307,.415,.722,0,0,37,11
745531,home,143,Philadelphia Phillies,29,7,1,0,2,5,8,6,.258,.327,.421,.748,2,0,37,21
746914,away,141,Toronto Blue Jays,33,7,5,0,0,2,5,3,.239,.312,.392,.704,2,0,36,14
746914,home,111,Boston Red Sox,29,2,0,0,0,0,6,0,.258,.324,.435,.759,0,1,30,4
746352,away,118,Kansas City Royals,31,4,1,0,0,3,7,2,.257,.313,.424,.737,1,1,33,8
746352,home,117,Houston Astros,32,8,2,0,0,5,9,4,.261,.321,.418,.739,0,0,36,16
746102,away,110,Baltimore Orioles,30,4,0,0,1,3,9,5,.250,.315,.442,.757,1,0,37,16
746102,home,119,Los Angeles Dodgers,36,14,4,0,0,6,6,4,.252,.329,.435,.764,2,0,41,20
746730,away,158,Milwaukee Brewers,36,11,2,0,2,4,6,1,.253,.332,.405,.737,0,2,37,11
746730,home,113,Cincinnati Reds,37,9,2,0,2,4,9,3,.232,.306,.400,.706,0,1,41,14
746665,away,158,Milwaukee Brewers,41,15,3,1,4,14,12,7,.254,.333,.409,.742,4,0,49,19
746665,home,113,Cincinnati Reds,30,5,1,0,0,0,8,1,.232,.305,.399,.704,0,0,31,8
746433,away,111,Boston Red Sox,38,8,4,0,3,7,8,1,.258,.323,.436,.759,1,0,40,10
746433,home,116,Detroit Tigers,36,7,2,0,1,5,13,3,.234,.298,.389,.687,1,0,41,16
745533,away,144,Atlanta Braves,35,9,3,0,3,7,10,4,.242,.307,.416,.723,0,0,39,9
745533,home,143,Philadelphia Phillies,34,7,2,0,2,2,10,2,.258,.327,.421,.748,1,0,36,11
744810,away,112,Chicago Cubs,35,9,3,0,1,7,13,3,.239,.315,.395,.710,0,1,39,16
744810,home,120,Washington Nationals,34,8,2,0,1,6,12,3,.245,.311,.378,.689,0,0,37,11
745052,away,135,San Diego Padres,38,13,0,0,3,13,8,8,.265,.326,.419,.745,2,0,48,22
745052,home,139,Tampa Bay Rays,36,10,1,0,1,5,13,6,.230,.305,.369,.674,0,0,42,21
745700,away,138,St. Louis Cardinals,34,10,1,0,1,3,6,0,.248,.312,.389,.701,0,0,34,9
745700,home,147,New York Yankees,29,6,2,0,2,6,13,2,.251,.334,.440,.774,0,0,32,8
746593,away,134,Pittsburgh Pirates,40,12,2,0,2,8,6,2,.237,.303,.376,.679,2,0,43,19
746593,home,114,Cleveland Guardians,39,16,3,0,2,10,8,2,.239,.310,.395,.705,4,0,43,20
744969,away,133,Oakland Athletics,39,11,2,0,4,9,8,2,.233,.305,.399,.704,1,0,42,15
744969,home,140,Texas Rangers,34,7,2,0,1,1,6,3,.238,.305,.377,.682,0,0,37,19
746353,away,118,Kansas City Royals,29,2,0,0,1,2,9,3,.256,.313,.422,.735,1,0,33,9
746353,home,117,Houston Astros,35,10,3,0,1,3,10,1,.261,.321,.419,.740,0,0,37,16
745862,away,141,Toronto Blue Jays,31,7,0,0,0,0,4,0,.239,.311,.391,.702,0,0,31,12
745862,home,142,Minnesota Twins,24,4,1,0,0,2,6,5,.253,.322,.427,.749,0,1,31,10
746749,away,121,New York Mets,34,10,2,0,1,5,6,5,.249,.320,.420,.740,0,0,40,17
746749,home,145,Chicago White Sox,32,5,1,0,0,1,12,1,.220,.277,.341,.618,0,0,34,15
746511,away,110,Baltimore Orioles,38,11,3,1,1,4,6,1,.251,.315,.442,.757,1,0,39,17
746511,home,115,Colorado Rockies,35,10,0,0,1,3,6,0,.245,.307,.402,.709,1,1,35,13
746184,away,136,Seattle Mariners,36,9,2,0,1,7,7,7,.216,.303,.364,.667,1,0,46,20
746184,home,108,Los Angeles Angels,33,7,1,0,3,5,4,1,.231,.302,.371,.673,2,0,37,10
747156,away,119,Los Angeles Dodgers,36,10,4,0,3,9,9,4,.252,.330,.436,.766,3,0,42,15
747156,home,109,Arizona Diamondbacks,36,13,2,0,2,8,6,4,.261,.335,.435,.770,1,0,44,19
745299,away,146,Miami Marlins,31,4,1,0,0,1,10,1,.240,.296,.373,.669,1,0,32,11
745299,home,137,San Francisco Giants,29,6,2,0,0,3,11,4,.240,.309,.393,.702,0,0,33,16
745699,away,138,St. Louis Cardinals,33,7,3,0,1,5,7,3,.247,.311,.389,.700,0,0,36,5
745699,home,147,New York Yankees,39,12,4,0,0,5,8,1,.251,.334,.440,.774,0,0,40,16
744808,away,112,Chicago Cubs,32,7,1,0,0,3,7,2,.239,.315,.394,.709,2,0,36,6
744808,home,120,Washington Nationals,34,10,1,0,1,2,9,4,.245,.312,.378,.690,0,1,38,16
745050,away,135,San Diego Padres,36,10,2,0,1,4,6,4,.265,.327,.419,.746,1,0,40,21
745050,home,139,Tampa Bay Rays,37,13,3,1,1,11,4,4,.231,.306,.371,.677,0,0,42,14
746424,away,111,Boston Red Sox,30,4,0,0,1,1,8,1,.257,.322,.435,.757,0,0,31,5
746424,home,116,Detroit Tigers,30,9,2,0,0,2,7,1,.234,.298,.389,.687,0,2,31,14
746590,away,134,Pittsburgh Pirates,35,9,1,0,0,3,11,4,.237,.303,.375,.678,4,0,39,18
746590,home,114,Cleveland Guardians,27,2,1,0,0,0,9,4,.238,.309,.394,.703,0,1,31,8
744971,away,133,Oakland Athletics,32,5,2,0,1,2,10,1,.233,.304,.399,.703,1,0,33,7
744971,home,140,Texas Rangers,34,9,1,0,1,3,10,1,.238,.305,.377,.682,1,0,36,12
746348,away,118,Kansas City Royals,34,7,1,0,1,2,13,0,.256,.312,.421,.733,0,0,34,10
746348,home,117,Houston Astros,29,5,0,1,0,4,11,2,.261,.320,.418,.738,2,0,32,5
745859,away,141,Toronto Blue Jays,48,23,4,1,4,15,9,4,.242,.314,.396,.710,0,0,53,24
745859,home,142,Minnesota Twins,31,4,1,0,0,0,8,1,.252,.321,.425,.746,0,0,32,11
746751,away,121,New York Mets,36,10,0,0,2,5,12,4,.249,.321,.420,.741,0,0,40,19
746751,home,145,Chicago White Sox,35,9,1,0,0,3,7,3,.220,.278,.340,.618,0,0,39,18
745532,away,144,Atlanta Braves,34,6,0,0,0,0,11,0,.242,.307,.415,.722,0,0,34,11
745532,home,143,Philadelphia Phillies,27,5,2,0,2,3,5,4,.257,.326,.422,.748,0,0,31,9
746667,away,158,Milwaukee Brewers,36,8,2,0,2,5,14,6,.254,.333,.409,.742,3,0,42,24
746667,home,113,Cincinnati Reds,32,8,1,0,1,4,9,6,.232,.306,.399,.705,0,1,40,18
746507,away,110,Baltimore Orioles,33,7,1,0,2,5,11,3,.251,.315,.442,.757,1,1,38,15
746507,home,115,Colorado Rockies,33,9,3,1,0,7,9,4,.245,.307,.402,.709,2,0,37,14
747158,away,119,Los Angeles Dodgers,41,16,3,0,3,8,5,3,.254,.330,.438,.768,1,0,46,23
747158,home,109,Arizona Diamondbacks,29,5,1,0,2,6,6,3,.261,.334,.435,.769,0,0,35,4
745296,away,146,Miami Marlins,32,7,0,0,2,4,11,1,.240,.296,.373,.669,1,1,33,7
745296,home,137,San Francisco Giants,34,7,1,0,1,3,7,2,.240,.309,.393,.702,1,0,36,11
746182,away,136,Seattle Mariners,34,8,1,0,2,4,6,6,.216,.304,.364,.668,1,0,43,21
746182,home,108,Los Angeles Angels,32,7,2,0,4,5,4,1,.231,.302,.373,.675,0,0,33,6
746669,away,158,Milwaukee Brewers,38,5,1,0,1,3,6,0,.253,.331,.407,.738,2,0,40,15
746669,home,113,Cincinnati Reds,39,10,2,0,1,4,9,4,.232,.306,.399,.705,1,0,45,20
744806,away,112,Chicago Cubs,45,17,4,0,0,12,11,4,.240,.316,.394,.710,0,0,49,19
744806,home,120,Washington Nationals,29,5,1,0,0,0,2,2,.245,.311,.377,.688,0,0,31,8
745701,away,138,St. Louis Cardinals,46,21,6,0,3,13,6,2,.249,.313,.393,.706,1,1,48,20
745701,home,147,New York Yankees,36,11,3,0,1,6,11,3,.251,.334,.440,.774,2,1,40,11
746426,away,111,Boston Red Sox,32,6,0,0,0,1,8,2,.256,.322,.433,.755,0,0,34,8
746426,home,116,Detroit Tigers,27,3,0,0,2,4,11,1,.233,.297,.388,.685,0,0,29,3
